,firm_name,crno,brno,ticker
3417,제너시스템즈,1101111885099.0,214-86-49659,073930
3418,한컴지엠디,1101111372236.0,229-81-25921,077280
3419,신지소프트,1101111916836.0,105-86-09765,078700
3420,엑스씨이,1311110046952.0,129-81-33209,081500
3421,넥스지,1101112359572.0,220-86-22617,081970
3422,모빌탑,1101111670630.0,213-86-38805,085680
3423,소바넥,1101111540081.0,213-86-34911,088740
3424,네오바이오,1358110088782.0,124-86-04344,090140
3425,유디피,1101112115289.0,214-86-71980,091270
3426,쏜다넷,1101112104521.0,101-81-64285,096150
3427,씨그널엔터테인먼트그룹,1101110744139.0,211-81-61514,099830
3428,SBS미디어홀딩스,1101113852856.0,117-81-64510,101060
3429,우담,1101113065532.0,107-86-53520,101250
3430,아이블리스,1101113364512.0,107-86-72624,101540
3431,프리진,1101111674400.0,211-86-61071,101950
3432,지유온,1101113582627.0,119-81-94650,111820
3433,커넥트웨이브,1101112551996.0,117-81-40065,119860
3434,CJ E&M,1101114434554.0,114-86-83380,130960
3435,비즈아이,1101113192559.0,206-81-97999,131380
3436,비즈니스온,1101113805293.0,220-87-58882,138580
3437,KBS미디어,1101110798467.0,116-81-40951,143500
3438,피노텍,1101113999434.0,120-87-34203,150440
3439,웹솔루스,1101112151803.0,119-81-44349,160350
3440,나무기술,1101112373358.0,215-86-17029,167380
3441,파티게임즈,1101114508151.0,120-87-63386,194510
3442,퓨전,1101112252289.0,107-86-01532,195440
3443,소프트캠프,1101111735880.0,108-81-17861,210610
3444,미래테크놀로지,1101111431347.0,120-81-74315,213090
3445,솔트웍스,1955110112874.0,615-81-66424,222520
3446,SGA클라우드서비스,1353110014761.0,138-81-63842,224880
3447,줌인터넷,1101114113273.0,120-87-40888,229480
3448,SGA시스템즈,1101113365643.0,220-87-21783,232290
3449,피엔아이컴퍼니,1101113044651.0,114-86-37585,242350
3450,스페이스솔루션,1101112697609.0,119-81-62575,245030
3451,시냅스엠,1101113389586.0,220-87-23442,246830
3452,인프라웨어테크놀러지,1101113676404.0,109-86-08147,247300
3453,셀젠텍,2001110168265.0,409-81-72807,258250
3454,라이프사이언스테크놀로지,1211110160093.0,214-88-12379,285770
3455,코리아센터,1101111849714.0,206-81-21131,290510
3456,애닉,1101115131886.0,120-87-98186,299910
3457,데이드림엔터,1101113831644.0,107-87-04986,348840
3458,폭스소프트,1341110125034.0,123-86-00705,354230
3459,네프로아이티,,000-81-20003,950030
3460,SNK,,000-81-20024,950180
3461,KB금융,1101113975517.0,201-86-08254,105560
3462,신한지주,1101112322438.0,104-81-64625,055550
3463,삼성생명,1101110005953.0,104-81-26688,032830
3464,하나금융지주,1101113352004.0,107-86-71509,086790
3465,삼성화재,1101110005078.0,202-81-45617,000810
3466,메리츠금융지주,1101114566406.0,220-88-14824,138040
3467,우리금융지주,1101116981206.0,398-87-01116,316140
3468,기업은행,1101350000903.0,202-81-00978,024110
3469,카카오뱅크,1311110435767.0,375-88-00197,323410
3470,미래에셋증권,1101110011679.0,116-81-05556,006800
3471,DB손해보험,1101110095285.0,201-81-45593,005830
3472,한국금융지주,1101112691651.0,214-87-26478,071050
3473,카카오페이,1311110478337.0,527-88-00686,377300
3474,NH투자증권,1101110098130.0,116-81-03693,005940
3475,삼성증권,1101110335649.0,202-81-48588,016360
3476,삼성카드,1101110346901.0,202-81-45602,029780
3477,키움증권,1101111867948.0,107-81-76756,039490
3478,BNK금융지주,1801110750893.0,605-86-05385,138930
3479,JB금융지주,2101110091498.0,418-81-44697,175330
3480,한화생명,1101110003204.0,116-81-11757,088350
3481,서울보증보험,1101110099774.0,120-81-13002,031210
3482,현대해상,1101110035893.0,102-81-32035,001450
3483,iM금융지주,1701110429523.0,502-86-10560,139130
3484,신영증권,1101110006612.0,116-81-10802,001720
3485,코리안리,1101110226533.0,102-81-16957,003690
3486,오리온홀딩스,1101110004690.0,106-81-04036,001800
3487,대신증권,1101110042955.0,116-81-09076,003540
3488,한화투자증권,1101110003155.0,116-81-19031,003530
3489,미래에셋생명,1601110014483.0,305-81-08605,085620
3490,효성,1101110030497.0,105-81-59519,004800
3491,동양생명,1101110624688.0,202-81-38251,082640
3492,HDC,1101110279433.0,114-81-58853,012630
3493,교보증권,1101110018089.0,116-81-04407,030610
3494,쿠쿠홀딩스,1845110000634.0,621-81-02895,192400
3495,우리기술투자,1601110058887.0,314-81-17637,041190
3496,한화손해보험,1101110006456.0,116-81-46445,000370
3497,유안타증권,1101110042492.0,116-81-34293,003470
3498,NHN KCP,1101111113929.0,105-81-68890,060250
3499,부국증권,1101110031510.0,116-81-08723,001270
3500,인카금융서비스,1101113773094.0,214-88-16754,211050
3501,제주은행,2201110000819.0,616-81-00615,006220
3502,현대차증권,1101110019962.0,116-81-34691,001500
3503,롯데손해보험,1101110014459.0,104-81-30770,000400
3504,글로벌텍스프리,1101115480233.0,104-86-56135,204620
3505,스틱인베스트먼트,1243110008204.0,134-81-07979,026890
3506,DB증권,1101110339956.0,116-81-59557,016610
3507,유진투자증권,1101110007826.0,116-81-34177,001200
3508,미래에셋벤처투자,1101111710527.0,211-86-53095,100790
3509,SK증권,1101110037112.0,116-81-36307,001510
3510,흥국화재,1101110016728.0,102-81-07837,000540
3511,LS증권,1101111828362.0,107-81-74175,078020
3512,한국토지신탁,1101111258220.0,120-81-63986,034830
3513,한국자산신탁,1101112196304.0,107-81-97673,123890
3514,아주IB투자,1101110169874.0,116-81-41872,027360
3515,해성산업,1101110028145.0,120-81-16746,034810
3516,HS효성,1101118993457.0,774-86-03325,487570
3517,한국캐피탈,1601110019277.0,314-81-15454,023760
3518,한양증권,1101110026834.0,116-81-15073,001750
3519,다올투자증권,1101110878706.0,116-81-00319,030210
3520,DSC인베스트먼트,1101114778267.0,220-88-31804,241520
3521,미원홀딩스,2101110063190.0,402-81-81192,107590
3522,유화증권,1101110042484.0,116-81-00100,003460
3523,경동인베스트,1812110000906.0,620-81-00410,012320
3524,푸른저축은행,1101110117211.0,114-81-64092,007330
3525,에이플러스에셋,1101113691973.0,214-88-10653,244920
3526,나우IB,1101113731563.0,120-87-18329,293580
3527,SBI인베스트먼트,1101110511273.0,120-81-64573,019550
3528,에이티넘인베스트,1301110012050.0,124-81-36410,021080
3529,LB인베스트먼트,1101111293531.0,120-81-63249,309960
3530,에스유앤피,1101110512049.0,116-81-15961,019590
3531,대성창투,1701110031881.0,503-81-14448,027830
3532,컴퍼니케이,1101113544263.0,211-87-88121,307930
3533,SV인베스트먼트,1101113433440.0,107-86-77065,289080
3534,상상인증권,1101110031560.0,116-81-14318,001290
3535,스톤브릿지벤처스,1101116416683.0,817-81-00862,330730
3536,미래에셋드림스팩1호,1101118406781.0,103-88-02514,442900
3537,메이슨캐피탈,2101110007510.0,402-81-08740,021880
3538,린드먼아시아,1101113489154.0,114-86-52854,277070
3539,TS인베스트먼트,1101113840843.0,220-87-61581,246690
3540,HB인베스트먼트,1101111806409.0,107-81-72798,440290
3541,큐캐피탈,1101110339691.0,220-81-08089,016600
3542,컬러레이,,000-81-20023,900310
3543,캡스톤파트너스,1101116929959.0,220-87-60132,452300
3544,코리아에셋투자증권,1101111844970.0,120-81-97564,190650
3545,삼성스팩8호,1101118463442.0,755-81-02602,448740
3546,신한제11호스팩,1101118546719.0,817-88-02646,452980
3547,엔에이치스팩29호,1101118519055.0,102-81-47431,451700
3548,KB제27호스팩,1101118699047.0,880-87-03025,464680
3549,머니무브,1101114796392.0,120-87-78972,179720
3550,플루토스,1101110511588.0,116-81-16053,019570
3551,유안타제13호스팩,1101118468989.0,453-86-02754,449020
3552,엔에이치스팩30호,1101118734116.0,671-87-03023,466910
3553,대신밸런스제18호스팩,1101118883913.0,719-87-02914,478780
3554,하나28호스팩,1101118573704.0,446-88-02954,454750
3555,엔에이치스팩27호,1101118382428.0,704-86-02609,440820
3556,미래에셋비전스팩4호,1101118871520.0,444-81-03360,477380
3557,미래에셋비전스팩7호,1101118936829.0,653-88-03153,482680
3558,대신밸런스제16호스팩,1101118611934.0,104-87-03014,457630
3559,에이치엠씨제7호스팩,1101118870118.0,261-86-03362,477340
3560,하나30호스팩,1101118761630.0,841-88-03269,469880
3561,신영스팩8호,1101118282032.0,338-81-02654,430220
3562,한국제15호스팩,1101118899043.0,421-87-03035,479880
3563,미래에셋비전스팩6호,1101118885068.0,816-81-03357,478440
3564,유안타제15호스팩,1101118796596.0,708-88-02963,473050
3565,키움제11호스팩,1101119009310.0,749-81-03173,489480
3566,미래에셋비전스팩2호,1101118431803.0,586-87-02634,446190
3567,대신밸런스제17호스팩,1101118766820.0,766-86-02887,471050
3568,엔에이치스팩31호,1101118921416.0,672-86-03131,481890
3569,KB제29호스팩,1101118885472.0,655-81-03470,478390
3570,디비금융제13호스팩,1101119015268.0,652-81-03281,489730
3571,키움제8호스팩,1101118444707.0,231-86-02547,446840
3572,KB제32호스팩,1101110921082.0,723-87-03251,0037T0
3573,하나26호스팩,1101118442818.0,872-86-02668,446750
3574,KB제31호스팩,1101119045231.0,510-87-03413,492220
3575,교보16호스팩,1101118923066.0,417-81-54402,482520
3576,DB금융스팩12호,1101118876554.0,286-81-03385,477760
3577,대신밸런스제19호스팩,1101118932108.0,823-87-03338,482690
3578,하나27호스팩,1101118457304.0,785-88-02295,448370
3579,미래에셋비전스팩5호,1101118875225.0,495-81-03000,477470
3580,신한제14호스팩,1101118974655.0,126-87-03294,487360
3581,신영스팩9호,1101118431035.0,797-81-02585,445970
3582,하나31호스팩,1101118762696.0,806-87-03008,469900
3583,신한제12호스팩,1101118819330.0,679-81-03272,474660
3584,신한제16호스팩,1101119077078.0,224-81-70299,496070
3585,하나29호스팩,1101118573366.0,399-81-03226,454640
3586,유안타제16호스팩,1101118810932.0,160-86-02982,474490
3587,유안타제12호스팩,1101118431689.0,823-86-02652,446150
3588,KB제30호스팩,1101118971289.0,314-87-02591,486630
3589,유안타제11호스팩,1101118421317.0,280-86-02928,444920
3590,유안타제17호스팩,1101119056585.0,452-81-03643,493790
3591,미래에셋비전스팩3호,1101118465331.0,276-88-02734,448830
3592,상상인제4호스팩,1101118542791.0,489-87-02366,452670
3593,교보17호스팩,1101119005433.0,135-88-03000,489210
3594,한화플러스제4호스팩,1101118582664.0,848-81-03126,455310
3595,에스케이증권제9호스팩,1101118590568.0,144-81-38784,455910
3596,하이제8호스팩,1101118481410.0,451-86-02869,450050
3597,신영스팩10호,1101118781779.0,407-88-02906,472220
3598,이베스트스팩6호,1101118880323.0,431-88-03363,478110
3599,IBKS제22호스팩,1101118462379.0,670-87-02507,448760
3600,한화플러스제5호스팩,1101119091581.0,870-88-03200,498390
3601,IBKS제21호스팩,1101118406509.0,302-81-31539,442770
3602,유진스팩11호,1101118984505.0,748-88-03280,488060
3603,하나34호스팩,1101118948361.0,787-88-03155,484130
3604,유안타제14호스팩,1101118498069.0,841-86-02776,450940
3605,한국제13호스팩,1101118692504.0,103-87-03078,464440
3606,IBKS제23호스팩,1101118739827.0,760-86-03082,467930
3607,비엔케이제1호스팩,1101118424600.0,168-81-02924,445360
3608,KB제25호스팩,1101118581369.0,566-86-02929,455250
3609,IBKS제24호스팩,1101118753330.0,643-87-02975,469480
3610,한국제12호스팩,1101118627642.0,442-87-02955,458610
3611,유진스팩10호,1101118744488.0,585-88-02958,468760
3612,교보14호스팩,1101118597639.0,126-86-84024,456490
3613,에스케이증권제13호스팩,1101118805545.0,383-86-02907,473950
3614,신한제15호스팩,1101118982971.0,494-86-03583,487830
3615,에이치엠씨제6호스팩,1101118657029.0,355-86-03139,462020
3616,키움제10호스팩,1101118980652.0,798-81-02841,487720
3617,에스케이증권제11호스팩,1101118782032.0,405-86-02978,472230
3618,비엔케이제2호스팩,1101118798120.0,876-88-03227,473370
3619,교보15호스팩,1101118711974.0,478-86-03164,465320
3620,하나33호스팩,1101118834875.0,512-88-02794,475250
3621,신한제13호스팩,1101118823828.0,219-86-03264,474930
3622,에스케이증권제10호스팩,1101118617502.0,131-88-03013,457940
3623,하나32호스팩,1101118835245.0,608-86-13055,475240
3624,에스케이증권제12호스팩,1101118794475.0,744-88-02770,473000
3625,조흥은행,1101110012809.0,202-81-02637,000010
3626,우리은행,1101110023393.0,201-81-02819,000030
3627,메리츠화재,1101110013328.0,116-81-03752,000060
3628,제일은행,1101110013419.0,102-81-21843,000110
3629,한일은행,,201-81-33234,000130
3630,그린손해보험,1101110007082.0,104-81-04122,000470
3631,제일화재,1101110017586.0,110-81-02696,000610
3632,리젠트화재,1101110026389.0,110-81-06033,001030
3633,동서증권,,116-81-12421,001090
3634,장은증권,,116-81-01128,001170
3635,우리증권,1101110031544.0,116-81-30088,001280
3636,KB손해보험,1101110017859.0,202-81-48370,002550
3637,고려증권,,201-81-30159,002730
3638,하나은행,1101110015671.0,201-81-33990,002860
3639,신한증권,1101110036354.0,116-81-29470,003320
3640,하나증권,1101110038673.0,116-81-03029,003330
3641,현대증권,1101110042476.0,116-81-29539,003450
3642,외환은행,1101110672538.0,202-81-14695,004940
3643,장기신용은행,,116-81-00089,005020
3644,대구은행,1701110000141.0,502-81-07740,005270
3645,부산은행,1801110002997.0,604-81-04753,005280
3646,충청은행,,305-81-02009,005510
3647,광주은행,2001110000053.0,408-81-00182,005770
3648,동원증권,1101110003816.0,116-81-11529,005890
3649,대전신금,,306-81-04432,006300
3650,경기은행,,131-81-09142,006320
3651,전북은행,2101110000043.0,418-81-07090,006350
3652,강원은행,,221-81-00362,006590
3653,경남은행,1901110000197.0,608-81-00555,006610
3654,대동신금,,602-81-00576,007090
3655,진흥저축은행,1101110112724.0,104-81-33253,007200
3656,충북은행,,305-81-00519,007240
3657,하나은행,1101110117063.0,202-81-47935,007360
3658,해동금고,1101110120579.0,114-81-42609,007420
3659,애큐온저축은행,1101110126014.0,211-81-38105,007640
3660,솔로몬저축은행,1101110128341.0,201-81-45384,007800
3661,부산저축은행,1801110005701.0,604-81-04675,007830
3662,산은캐피탈,1101110137558.0,202-81-50051,008270
3663,일은증권,1101110139744.0,202-81-07495,008530
3664,메리츠증권,1101110141301.0,116-81-22502,008560
3665,굿모닝신한증권,1101110143448.0,116-81-36684,008670
3666,LG종합금융,,605-81-02632,008810
3667,보람은행,,202-81-05522,008890
3668,동양현대종금,1101110148498.0,202-81-16223,008980
3669,중앙종금,1101110148688.0,201-81-34043,008990
3670,대한종합금융,,201-81-31537,009030
3671,우리종금,2001110000954.0,408-81-00426,010050
3672,한솔종합금융,,602-81-02157,010220
3673,화인자산관리,1101110176548.0,102-81-20276,010460
3674,한국종금,1101110194110.0,104-81-03685,011260
3675,현대종합금융,,202-81-48273,011880
3676,새한종합금융,,103-81-17565,011960
3677,메리츠종금,1101110216360.0,201-81-05382,012420
3678,제일종합금융,,202-81-14546,012500
3679,한스종금,1101110221004.0,102-81-30357,012710
3680,대양금고,1341110004238.0,123-81-04176,013250
3681,한외종합금융,,202-81-54213,014150
3682,대구종합금융,,501-81-03703,014390
3683,경남종합금융,,608-81-02650,014400
3684,한길종합금융,,305-81-09486,014430
3685,삼양종합금융,,402-81-02732,014450
3686,쌍용종합금융,,131-81-10849,014490
3687,항도종합금융,,604-81-05086,014980
3688,청솔종합금융,,301-81-02633,015080
3689,신한은행,1101110303183.0,104-81-27751,015580
3690,현대울산종금,1812110002283.0,620-81-01175,015620
3691,리젠트종금,1301110003656.0,135-81-07104,015650
3692,신한종합금융,,202-81-46673,016350
3693,나라종금,1101110336598.0,202-81-46687,016390
3694,NH농협증권,1101110337041.0,202-81-48365,016420
3695,한화종합금융,,202-81-16790,016480
3696,삼삼종합금융,,202-81-35593,016500
3697,서울저축은행,1101110339427.0,211-81-52510,016560
3698,신세계종합금융,,604-81-08157,016690
3699,한미은행,1101110303539.0,102-81-14717,016830
3700,고려종합금융,,601-81-14330,017110
3701,스타리스,1101110383383.0,104-81-28838,018020
3702,넥서스투자,1801110069517.0,617-81-07983,019430
3703,한국파트너스,1101110511398.0,116-81-15980,019560
3704,한림창투,1601110015572.0,305-81-09360,021060
3705,동화은행,,102-81-25214,021310
3706,대동은행,,502-81-22926,021600
3707,동남은행,,604-81-12215,021610
3708,세화기술투자,1501110008222.0,315-81-02200,021740
3709,경남리스,1901110014065.0,608-81-10000,021930
3710,KB캐피탈,1301110013499.0,124-81-25121,021960
3711,삼성투신증권,1701110040931.0,502-81-28366,022060
3712,옵셔널벤처스,2001110027627.0,408-81-12261,022780
3713,평화은행,1101110814726.0,220-81-02431,022870
3714,국민은행,1101110015655.0,201-81-32633,023130
3715,CNH,1243110025539.0,130-81-26203,023460
3716,신한캐피탈,1350110034400.0,134-81-11323,023780
3717,제일저축은행,1101110090350.0,215-81-33698,024100
3718,영남종금,1701110005315.0,501-81-01438,024960
3719,외환리스,1341110029773.0,123-81-21535,025080
3720,그린기술투자,1601110020406.0,305-81-11041,025340
3721,한마음저축은,1801110021434.0,605-81-07622,025450
3722,한국저축은행,1101110338693.0,201-81-13602,025610
3723,동남리스,,610-81-13053,026240
3724,제일창투,1701110044834.0,501-81-11538,026540
3725,주택은행,1101111480469.0,116-81-09396,027460
3726,동아금고,1101110135099.0,215-81-33572,030710
3727,주은리스,1350110052634.0,123-81-38695,030970
3728,국민카드,1101110545553.0,102-81-34824,031150
3729,I'M투자증권,1101110340367.0,116-81-36535,031530
3730,신민저축은행,1101110129612.0,201-81-14182,031920
3731,으뜸저축은행,2201110001312.0,616-81-00634,032150
3732,LG카드,1101110412926.0,202-81-48079,032710
3733,우리금융캐피탈,1601110038524.0,306-81-18407,033660
3734,무한투자,1601110057665.0,314-81-17035,034510
3735,미래에셋증권,1101111821423.0,107-81-73894,037620
3736,외환카드,1101110575401.0,114-81-53178,038400
3737,인슈넷,1101111045015.0,116-81-48841,040850
3738,이티즌,1101111739709.0,220-81-64572,043070
3739,우리금융,1101112202797.0,104-81-60968,053000
3740,국민은행,1101112365321.0,201-81-68693,060000
3741,중앙캐피탈,1101112155954.0,114-86-05744,072200
3742,제일캐피탈,1101112398554.0,110-81-54646,072820
3743,오렌지라이프,1101110803092.0,102-81-28910,079440
3744,유니온저축은,1701110158875.0,504-81-30946,083910
3745,강남캐피탈,1101111525504.0,220-81-51816,099670
3746,대우증권스팩,1353110013507.0,138-81-56695,121910
3747,미래에셋스팩1호,1101114245167.0,107-87-29482,121950
3748,동양밸류스팩,1101114245216.0,104-86-25229,122290
3749,우리스팩1호,1101114252922.0,107-87-29949,122750
3750,히든챔피언스팩1호,1101114290336.0,107-87-32352,123160
3751,한국스팩1호,1101114292035.0,107-87-32366,123290
3752,부국퓨쳐스타즈스팩,1101114300474.0,107-87-32920,123300
3753,대신증권그로쓰스팩,1101114292861.0,107-87-33195,123550
3754,에스비아이앤솔로몬스팩,1101114316273.0,120-87-52647,123910
3755,한화SV스팩1호,1101114315019.0,107-87-33934,124050
3756,IBKS스팩1호,1314110240920.0,134-86-66124,126680
3757,동부티에스블랙펄스팩,1101114350502.0,107-87-36305,128910
3758,핀플넷,1801110647793.0,605-81-90742,130480
3759,HK자산관리대부,1601110290257.0,314-86-20030,134610
3760,네오홀딩스,1101115033727.0,201-86-30571,170120
3761,경남은행,1942110226226.0,608-86-04478,192520
3762,광주은행,2001110396882.0,408-86-08817,192530
3763,대우스팩2호,1101115472743.0,107-88-24432,204440
3764,케이티비스팩1호,1101115490472.0,107-88-26589,204650
3765,현대에이블스팩1호,1101115491503.0,107-88-26672,204760
3766,골든브릿지제2호스팩,1101115527811.0,110-86-14294,206660
3767,엔에이치SL스팩,1101115534204.0,107-88-30953,207720
3768,SK1호스팩,1101115528471.0,107-88-30370,207930
3769,하나머스트3호스팩,1101115542702.0,107-88-31952,208870
3770,대우스팩3호,1101115652478.0,412-86-00022,215580
3771,미래에셋제3호스팩,1101115655448.0,310-86-00013,215750
3772,엔에이치스팩7호,1101115686641.0,139-86-00068,217810
3773,키움스팩3호,1101115695452.0,849-87-00032,218710
3774,골든브릿지제3호스팩,1101115707455.0,147-81-00050,219580
3775,한화에이스스팩2호,1101115717446.0,866-88-00112,219860
3776,유안타제2호스팩,1101115717636.0,723-87-00026,219960
3777,유진스팩3호,1101115727156.0,310-81-32145,221200
3778,케이비드림3호스팩,1101115732486.0,471-87-00125,221950
3779,케이비제8호스팩,1101115736602.0,750-87-00066,222390
3780,교보5호스팩,1101115749895.0,543-88-00126,223040
3781,이베스트스팩3호,1101115769190.0,498-87-00120,225440
3782,키움스팩4호,1101115806166.0,603-88-00210,226850
3783,동부제4호스팩,1101115863405.0,376-87-00266,230490
3784,케이비제9호스팩,1101115871515.0,793-86-00294,232270
3785,SK3호스팩,1101115874072.0,113-88-00264,232330
3786,하이에이아이1호스팩,1101115907956.0,289-81-00257,235010
3787,한국4호스팩,1101115995563.0,714-81-00317,240540
3788,신한제3호스팩,1101116209103.0,250-87-00606,257730
3789,대신밸런스제4호스팩,1101116277176.0,135-88-00551,262830
3790,한화에이스스팩3호,1101116304911.0,305-88-00596,264290
3791,미래에셋대우스팩1호,1101116319142.0,524-87-00545,265480
3792,한화수성스팩,1101116331625.0,598-86-00781,265920
3793,신한벤처투자,1101111927841.0,201-81-55941,268860
3794,한국제5호스팩,1101116395902.0,229-87-00602,271740
3795,IBKS제7호스팩,1101116466711.0,202-86-00779,276920
3796,신한제4호스팩,1101116471413.0,374-81-00972,277480
3797,한화에이스스팩4호,1101116504561.0,455-87-00763,279410
3798,한국제6호스팩,1101116523818.0,533-86-00902,281410
3799,한국제7호스팩,1101116654473.0,486-81-00936,291210
3800,우리벤처파트너스,1101113923764.0,220-87-68075,298870
3801,SK4호스팩,1101116852738.0,123-87-01185,307070
3802,하나머스트제6호스팩,1101116859411.0,899-87-01263,307160
3803,엔에이치스팩13호,1101116899417.0,818-86-01078,310840
3804,키움제5호스팩,1101116905115.0,771-86-01143,311270
3805,유안타제4호스팩,1101116935170.0,819-86-01372,313750
3806,케이비17호스팩,1101116981313.0,218-88-01272,317030
3807,한화에스비아이스팩,1101116986834.0,472-88-01177,317320
3808,이베스트이안스팩1호,1101117067229.0,250-81-01428,323210
3809,케이비제18호스팩,1101117078143.0,742-88-01339,323940
3810,상상인이안제2호스팩,1101117138955.0,321-86-01249,329560
3811,케이비제19호스팩,1101117164570.0,773-86-01402,330990
3812,하나금융14호스팩,1101117185378.0,795-87-01258,332710
3813,SK5호스팩,1101117236783.0,716-88-01437,337450
3814,하이제5호스팩,1101117258696.0,399-81-01816,340120
3815,SK6호스팩,1101117262936.0,297-81-01897,340350
3816,하나금융15호스팩,1101117270864.0,358-87-01419,341160
3817,케이비제20호스팩,1101117286663.0,815-81-01754,342550
3818,하나금융16호스팩,1101117293957.0,542-81-01671,343510
3819,신영스팩6호,1101117301932.0,431-88-01614,344050
3820,케이프이에스제4호,1101117343744.0,254-87-01757,347140
3821,이베스트스팩5호,1101117391420.0,415-88-01475,349720
3822,IBKS제13호스팩,1101117417309.0,422-86-01713,351340
3823,에이치엠씨제5호스팩,1101117423554.0,224-87-01760,353060
3824,에이치엠씨제4호스팩,1101117423413.0,532-81-01728,353070
3825,미래에셋대우스팩 5호,1101117437472.0,780-87-01635,353490
3826,신한제7호스팩,1101117615474.0,319-87-01938,366330
3827,DB금융스팩8호,1101117635745.0,497-87-01922,367340
3828,DB금융스팩9호,1101117635167.0,139-81-45769,367360
3829,유안타제7호스팩,1101117638278.0,507-86-02196,367460
3830,유안타제8호스팩,1101117638393.0,557-86-01853,367480
3831,하나머스트7호스팩,1101117685386.0,248-87-01863,372290
3832,유진스팩6호,1101117690517.0,674-87-01873,373340
3833,하이제6호스팩,1101117760188.0,631-87-01968,377400
3834,삼성스팩4호,1101117761665.0,635-81-01895,377630
3835,삼성머스트스팩5호,1101117804564.0,158-87-02235,380320
3836,엔에이치스팩19호,1101117804910.0,462-81-02016,380440
3837,한화플러스제2호스팩,1101117866803.0,229-81-42385,386580
3838,대신밸런스제10호스팩,1101117875177.0,807-88-01747,387310
3839,하나금융19호스팩,1101117880952.0,729-86-02006,388220
3840,유진스팩7호,1101117885499.0,681-86-02024,388800
3841,엔에이치스팩20호,1101117912309.0,625-87-02055,391060
3842,신한제8호스팩,1101117923934.0,795-87-02029,393360
3843,엔에이치스팩22호,1101117968469.0,449-86-02191,396770
3844,대신밸런스제11호스팩,1101117976446.0,149-88-02048,397500
3845,교보11호스팩,1101117980158.0,267-87-02257,397880
3846,하나금융20호스팩,1101117999886.0,180-86-02138,400560
3847,하이제7호스팩,1101118009072.0,427-86-02323,400840
3848,DB금융스팩10호,1101118043294.0,824-86-02198,404950
3849,IBKS제17호스팩,1101118048343.0,737-87-02187,405350
3850,신한제9호스팩,1101118048781.0,725-81-02241,405640
3851,하나금융21호스팩,1101118051990.0,137-87-02276,406760
3852,한국제10호스팩,1101118080014.0,689-81-02284,409570
3853,미래에셋비전스팩1호,1101118103501.0,561-88-02568,412930
3854,키움제6호스팩,1101118113691.0,194-86-02326,413600
3855,상상인제3호스팩,1101118127733.0,637-86-02352,415580
3856,하나금융22호스팩,1101118164959.0,268-87-01945,418170
3857,신한제10호스팩,1101118155015.0,645-86-02862,418210
3858,신영스팩7호,1101118173760.0,122-88-02266,419270
3859,교보12호스팩,1101118199592.0,899-81-02595,421800
3860,엔에이치스팩23호,1101118203195.0,326-81-02326,422040
3861,케이비제21호스팩,1101118228987.0,781-87-02409,424140
3862,삼성스팩6호,1101118237201.0,423-87-02503,425290
3863,IBKS제19호스팩,1101118251277.0,753-87-02175,426550
3864,대신밸런스제12호스팩,1101118253512.0,886-86-02648,426670
3865,하나금융23호스팩,1101118261911.0,660-81-02420,427950
3866,하나금융24호스팩,1101118277942.0,154-88-02676,430230
3867,한화플러스제3호스팩,1101118282602.0,756-86-02503,430460
3868,유안타제9호스팩,1101118289856.0,875-87-02418,430700
3869,키움제7호스팩,1101118306949.0,632-81-02750,433530
3870,유안타제10호스팩,1101118325329.0,366-86-02881,435380
3871,하나금융25호스팩,1101118321054.0,733-87-02486,435620
3872,에스케이증권제8호스팩,1101118327721.0,272-88-02391,435870
3873,케이비제22호스팩,1101118336946.0,157-81-02773,436530
3874,한국제11호스팩,1101118337697.0,509-86-02514,436610
3875,엔에이치스팩24호,1101118349676.0,199-86-02715,437780
3876,대신밸런스제13호스팩,1101118357934.0,437-86-02446,438220
3877,엔에이치스팩25호,1101118358453.0,274-86-02530,438580
3878,삼성스팩7호,1101118365862.0,435-87-02525,439250
3879,엔에이치스팩26호,1101118367313.0,237-81-02894,439410
3880,IBKS제20호스팩,1101118370168.0,803-81-02648,439730
3881,케이비제23호스팩,1101118375720.0,246-81-02559,440200
3882,교보13호스팩,1101118381529.0,875-87-02534,440790
3883,유진스팩9호,1101118399366.0,366-88-02740,442130
3884,대신밸런스제14호스팩,1101118400014.0,321-86-02419,442310
3885,엔에이치스팩28호,1101118492087.0,251-88-02638,450410
3886,DB금융스팩11호,1101118599833.0,550-88-02632,456440
3887,대신밸런스제15호스팩,1101118606422.0,675-81-02816,457390
3888,KB제26호스팩,1101118620787.0,497-87-03177,458320
3889,삼성스팩9호,1101118743802.0,392-86-02861,468510
3890,KB제28호스팩,1101118858502.0,652-86-03312,476470
3891,한국제14호스팩,1101118873047.0,161-87-02944,477530
3892,SBI모기지,,000-81-10040,950100
3893,SK디앤디,1101113001685.0,101-86-04792,210980
3894,자이에스앤디,1101111934557.0,120-86-03362,317400
3895,부방,1101110265523.0,120-81-31617,014470
3896,신라섬유,1701110014522.0,502-81-01407,001000
3897,이스타코,1243110006042.0,133-81-22225,015020
3898,퀀텀온,1101114865569.0,106-86-86334,227100
3899,쿼츠라인,1101110140353.0,220-81-01131,056240
3900,한섬피앤디,1101113815672.0,211-88-07483,100380
3901,알테오젠,1601110242050.0,314-81-97965,196170
3902,HD한국조선해양,1812110000386.0,620-81-00012,009540
